timestamp,strike,expiry,option_type,bid,ask,mid,last,volume,open_interest,implied_vol,delta,gamma,vega,theta
2024-05-16,402.24,2024-07-15,call,47.66,49.36,48.51,48.49,573,6656,0.109261,0.9955,0.000661,0.0237,-0.0022
2024-05-16,402.24,2024-07-15,put,0.03,0.03,0.03,0.03,4034,11016,0.109261,-0.0045,0.000661,0.0237,-0.0022
2024-05-16,424.58,2024-07-15,call,26.79,27.67,27.23,27.39,1730,8053,0.113945,0.9096,0.007889,0.2952,-0.028
2024-05-16,424.58,2024-07-15,put,0.87,0.9,0.88,0.89,1178,3491,0.113945,-0.0904,0.007889,0.2952,-0.028
2024-05-16,446.93,2024-07-15,call,9.82,10.12,9.97,9.88,5812,14519,0.106743,0.595,0.020038,0.7023,-0.0625
2024-05-16,446.93,2024-07-15,put,5.67,5.84,5.76,5.74,3235,16504,0.106743,-0.405,0.020038,0.7023,-0.0625
2024-05-16,469.28,2024-07-15,call,1.78,1.84,1.81,1.81,5639,5482,0.103783,0.1804,0.013974,0.4762,-0.0412
2024-05-16,469.28,2024-07-15,put,19.41,20.06,19.74,19.61,3064,8130,0.103783,-0.8196,0.013974,0.4762,-0.0412
2024-05-16,491.62,2024-07-15,call,0.13,0.13,0.13,0.13,1926,10681,0.101403,0.0194,0.002562,0.0853,-0.0072
2024-05-16,491.62,2024-07-15,put,39.48,40.89,40.18,40.26,2409,9945,0.101403,-0.9806,0.002562,0.0853,-0.0072
2024-05-17,406.18,2024-06-16,call,46.24,47.89,47.06,46.77,2341,9467,0.099257,0.9999,1.6e-05,0.0003,-0.0
2024-05-17,406.18,2024-06-16,put,0.01,0.01,0.01,0.01,2460,2346,0.099257,-0.0001,1.6e-05,0.0003,-0.0
2024-05-17,428.74,2024-06-16,call,24.32,25.12,24.72,24.68,2006,11183,0.098661,0.9771,0.004257,0.0703,-0.0116
2024-05-17,428.74,2024-06-16,put,0.11,0.11,0.11,0.11,1775,7258,0.098661,-0.0229,0.004257,0.0703,-0.0116
2024-05-17,451.31,2024-06-16,call,6.14,6.32,6.23,6.22,5101,20683,0.098709,0.5726,0.030719,0.5076,-0.0835
2024-05-17,451.31,2024-06-16,put,4.02,4.14,4.08,4.07,2089,12860,0.098709,-0.4274,0.030719,0.5076,-0.0835
2024-05-17,473.88,2024-06-16,call,0.27,0.28,0.28,0.28,4863,20143,0.094386,0.0533,0.008889,0.1405,-0.0221
2024-05-17,473.88,2024-06-16,put,20.25,20.92,20.58,20.63,2887,3554,0.094386,-0.9467,0.008889,0.1405,-0.0221
2024-05-17,496.44,2024-06-16,call,0.01,0.01,0.01,0.01,448,948,0.092371,0.0003,0.000101,0.0016,-0.0002
2024-05-17,496.44,2024-06-16,put,42.02,43.51,42.76,42.55,1710,5005,0.092371,-0.9997,0.000101,0.0016,-0.0002
2024-05-17,406.18,2024-07-16,call,48.15,49.86,49.0,48.27,1842,10359,0.102255,0.9974,0.000432,0.0148,-0.0013
2024-05-17,406.18,2024-07-16,put,0.01,0.02,0.02,0.02,937,4603,0.102255,-0.0026,0.000432,0.0148,-0.0013
2024-05-17,428.74,2024-07-16,call,26.74,27.63,27.18,27.19,1409,12921,0.100957,0.9341,0.006936,0.2345,-0.0197
2024-05-17,428.74,2024-07-16,put,0.53,0.55,0.54,0.54,1848,9073,0.100957,-0.0659,0.006936,0.2345,-0.0197
2024-05-17,451.31,2024-07-16,call,9.4,9.69,9.54,9.5,3521,8566,0.09906,0.6017,0.02129,0.7061,-0.0583
2024-05-17,451.31,2024-07-16,put,5.18,5.33,5.26,5.29,6337,16539,0.09906,-0.3983,0.02129,0.7061,-0.0583
2024-05-17,473.88,2024-07-16,call,1.37,1.41,1.39,1.39,0,8691,0.094238,0.1567,0.013918,0.4391,-0.0345
2024-05-17,473.88,2024-07-16,put,19.14,19.77,19.45,19.36,4265,8500,0.094238,-0.8433,0.013918,0.4391,-0.0345
2024-05-17,496.44,2024-07-16,call,0.06,0.06,0.06,0.06,2156,6952,0.090975,0.0105,0.001676,0.0511,-0.0039
2024-05-17,496.44,2024-07-16,put,39.76,41.18,40.47,40.36,2489,6833,0.090975,-0.9895,0.001676,0.0511,-0.0039
2024-05-20,408.25,2024-06-19,call,46.48,48.14,47.31,47.45,2754,11915,0.106958,0.9998,4.3e-05,0.0008,-0.0001
2024-05-20,408.25,2024-06-19,put,0.01,0.01,0.01,0.01,2573,2735,0.106958,-0.0002,4.3e-05,0.0008,-0.0001
2024-05-20,430.93,2024-06-19,call,24.44,25.24,24.84,24.84,2958,13086,0.097116,0.9787,0.004039,0.0663,-0.0107
2024-05-20,430.93,2024-06-19,put,0.1,0.1,0.1,0.1,2916,5332,0.097116,-0.0213,0.004039,0.0663,-0.0107
2024-05-20,453.61,2024-06-19,call,6.0,6.18,6.09,6.14,4361,9614,0.095206,0.575,0.031651,0.5096,-0.0809
2024-05-20,453.61,2024-06-19,put,3.86,3.98,3.92,3.93,6864,4377,0.095206,-0.425,0.031651,0.5096,-0.0809
2024-05-20,476.29,2024-06-19,call,0.24,0.24,0.24,0.24,3050,9389,0.091881,0.0487,0.008457,0.1314,-0.0201
2024-05-20,476.29,2024-06-19,put,20.31,20.98,20.64,20.73,5444,5342,0.091881,-0.9513,0.008457,0.1314,-0.0201
2024-05-20,498.97,2024-06-19,call,0.01,0.01,0.01,0.01,3679,0,0.099107,0.0008,0.000202,0.0034,-0.0006
2024-05-20,498.97,2024-06-19,put,42.23,43.73,42.98,43.19,1041,8946,0.099107,-0.9992,0.000202,0.0034,-0.0006
2024-05-20,408.25,2024-07-19,call,48.4,50.12,49.26,48.83,3192,7238,0.095461,0.9986,0.000261,0.0084,-0.0007
2024-05-20,408.25,2024-07-19,put,0.01,0.01,0.01,0.01,2924,3943,0.095461,-0.0014,0.000261,0.0084,-0.0007
2024-05-20,430.93,2024-07-19,call,26.86,27.75,27.3,27.58,2509,6348,0.099848,0.9362,0.006803,0.2298,-0.0191
2024-05-20,430.93,2024-07-19,put,0.51,0.53,0.52,0.52,3105,14959,0.099848,-0.0638,0.006803,0.2298,-0.0191
2024-05-20,453.61,2024-07-19,call,8.96,9.23,9.1,9.09,5977,7299,0.091933,0.6086,0.022716,0.7064,-0.0541
2024-05-20,453.61,2024-07-19,put,4.7,4.84,4.77,4.8,521,30867,0.091933,-0.3914,0.022716,0.7064,-0.0541
2024-05-20,476.29,2024-07-19,call,1.06,1.1,1.08,1.08,1313,5404,0.086704,0.1361,0.013694,0.4016,-0.029
2024-05-20,476.29,2024-07-19,put,18.91,19.53,19.22,19.16,1682,14082,0.086704,-0.8639,0.013694,0.4016,-0.029
2024-05-20,498.97,2024-07-19,call,0.06,0.07,0.06,0.06,2031,9269,0.09202,0.0113,0.001755,0.0546,-0.0042
2024-05-20,498.97,2024-07-19,put,39.96,41.38,40.67,40.65,3215,5091,0.09202,-0.9887,0.001755,0.0546,-0.0042
2024-05-21,407.73,2024-06-20,call,46.43,48.08,47.26,46.56,2810,11193,0.118714,0.9994,0.00013,0.0026,-0.0005
2024-05-21,407.73,2024-06-20,put,0.01,0.01,0.01,0.01,1612,10179,0.118714,-0.0006,0.00013,0.0026,-0.0005
2024-05-21,430.38,2024-06-20,call,24.48,25.29,24.88,24.86,1248,14145,0.10595,0.9687,0.005122,0.0915,-0.0162
2024-05-21,430.38,2024-06-20,put,0.17,0.17,0.17,0.17,2816,10983,0.10595,-0.0313,0.005122,0.0915,-0.0162
2024-05-21,453.03,2024-06-20,call,6.42,6.61,6.52,6.51,3056,18948,0.10366,0.5701,0.029173,0.5101,-0.0881
2024-05-21,453.03,2024-06-20,put,4.28,4.41,4.35,4.31,679,37832,0.10366,-0.4299,0.029173,0.5101,-0.0881
2024-05-21,475.68,2024-06-20,call,0.71,0.73,0.72,0.72,2523,8768,0.118255,0.1002,0.011444,0.2283,-0.045
2024-05-21,475.68,2024-06-20,put,20.75,21.43,21.09,21.05,1598,10192,0.118255,-0.8998,0.011444,0.2283,-0.045
2024-05-21,498.33,2024-06-20,call,0.01,0.01,0.01,0.01,2575,7716,0.112332,0.0026,0.000552,0.0105,-0.002
2024-05-21,498.33,2024-06-20,put,42.17,43.67,42.92,43.18,3673,7993,0.112332,-0.9974,0.000552,0.0105,-0.002
2024-05-21,407.73,2024-07-20,call,48.38,50.1,49.24,49.4,1135,7437,0.114043,0.994,0.000817,0.0314,-0.003
2024-05-21,407.73,2024-07-20,put,0.04,0.04,0.04,0.04,949,12034,0.114043,-0.006,0.000817,0.0314,-0.003
2024-05-21,430.38,2024-07-20,call,27.23,28.13,27.68,27.5,1128,12346,0.114865,0.9084,0.007798,0.3022,-0.0289
2024-05-21,430.38,2024-07-20,put,0.9,0.93,0.92,0.91,3636,0,0.114865,-0.0916,0.007798,0.3022,-0.0289
2024-05-21,453.03,2024-07-20,call,9.49,9.78,9.64,9.68,4594,3044,0.099581,0.6019,0.021096,0.7087,-0.0588
2024-05-21,453.03,2024-07-20,put,5.22,5.38,5.3,5.27,2916,11585,0.099581,-0.3981,0.021096,0.7087,-0.0588
2024-05-21,475.68,2024-07-20,call,2.28,2.36,2.32,2.32,2963,2308,0.113293,0.2033,0.013586,0.5193,-0.049
2024-05-21,475.68,2024-07-20,put,20.09,20.75,20.42,20.4,2528,10111,0.113293,-0.7967,0.013586,0.5193,-0.049
2024-05-21,498.33,2024-07-20,call,0.35,0.37,0.36,0.36,2076,11147,0.119847,0.041,0.003993,0.1615,-0.0161
2024-05-21,498.33,2024-07-20,put,40.18,41.61,40.89,40.77,1065,3721,0.119847,-0.959,0.003993,0.1615,-0.0161
2024-05-22,406.66,2024-06-21,call,46.31,47.96,47.14,47.33,4792,6638,0.121193,0.9993,0.000158,0.0032,-0.0006
2024-05-22,406.66,2024-06-21,put,0.01,0.01,0.01,0.01,2180,7629,0.121193,-0.0007,0.000158,0.0032,-0.0006
2024-05-22,429.25,2024-06-21,call,24.68,25.5,25.09,25.16,2978,11607,0.127891,0.9392,0.007262,0.1558,-0.0332
2024-05-22,429.25,2024-06-21,put,0.43,0.45,0.44,0.44,4169,9693,0.127891,-0.0608,0.007262,0.1558,-0.0332
2024-05-22,451.84,2024-06-21,call,7.2,7.42,7.31,7.33,6667,27293,0.119587,0.5626,0.025436,0.5104,-0.1017
2024-05-22,451.84,2024-06-21,put,5.06,5.22,5.14,5.15,4913,17248,0.119587,-0.4374,0.025436,0.5104,-0.1017
2024-05-22,474.43,2024-06-21,call,0.64,0.66,0.65,0.65,4249,5630,0.115167,0.0942,0.011258,0.2176,-0.0418
2024-05-22,474.43,2024-06-21,put,20.62,21.3,20.96,20.95,2988,13514,0.115167,-0.9058,0.011258,0.2176,-0.0418
2024-05-22,497.02,2024-06-21,call,0.02,0.02,0.02,0.02,1505,3348,0.121271,0.0049,0.000898,0.0183,-0.0037
2024-05-22,497.02,2024-06-21,put,42.07,43.57,42.82,42.78,2986,6452,0.121271,-0.9951,0.000898,0.0183,-0.0037
2024-05-22,406.66,2024-07-21,call,48.26,49.98,49.12,49.17,1911,6595,0.115763,0.9933,0.000884,0.0343,-0.0033
2024-05-22,406.66,2024-07-21,put,0.05,0.05,0.05,0.05,2131,8825,0.115763,-0.0067,0.000884,0.0343,-0.0033
2024-05-22,429.25,2024-07-21,call,27.61,28.53,28.07,28.03,4578,3444,0.12868,0.8837,0.008301,0.3585,-0.0384
2024-05-22,429.25,2024-07-21,put,1.35,1.39,1.37,1.36,2730,6793,0.12868,-0.1163,0.008301,0.3585,-0.0384
2024-05-22,451.84,2024-07-21,call,11.18,11.52,11.35,11.29,1932,10568,0.124115,0.5857,0.01714,0.7139,-0.0738
2024-05-22,451.84,2024-07-21,put,6.92,7.13,7.02,6.99,5165,9651,0.124115,-0.4143,0.01714,0.7139,-0.0738
2024-05-22,474.43,2024-07-21,call,3.06,3.16,3.11,3.09,1758,9439,0.127962,0.233,0.013048,0.5603,-0.0598
2024-05-22,474.43,2024-07-21,put,20.81,21.5,21.16,21.18,169,10531,0.127962,-0.767,0.013048,0.5603,-0.0598
2024-05-22,497.02,2024-07-21,call,0.3,0.31,0.3,0.3,3540,5198,0.116494,0.0367,0.003764,0.1471,-0.0143
2024-05-22,497.02,2024-07-21,put,40.01,41.44,40.72,40.81,1629,3292,0.116494,-0.9633,0.003764,0.1471,-0.0143
2024-05-23,406.16,2024-06-22,call,46.27,47.92,47.1,46.89,720,7572,0.127502,0.9988,0.000243,0.0052,-0.0011
2024-05-23,406.16,2024-06-22,put,0.01,0.01,0.01,0.01,2518,3010,0.127502,-0.0012,0.000243,0.0052,-0.0011
2024-05-23,428.73,2024-06-22,call,24.62,25.44,25.03,25.01,2012,6533,0.12562,0.9425,0.00709,0.1491,-0.0312
2024-05-23,428.73,2024-06-22,put,0.4,0.41,0.4,0.4,4419,11267,0.12562,-0.0575,0.00709,0.1491,-0.0312
2024-05-23,451.29,2024-06-22,call,7.88,8.12,8.0,8.03,3433,13001,0.133298,0.5578,0.022889,0.5107,-0.1135
2024-05-23,451.29,2024-06-22,put,5.74,5.92,5.83,5.86,4141,18872,0.133298,-0.4422,0.022889,0.5107,-0.1135
2024-05-23,473.85,2024-06-22,call,1.13,1.17,1.15,1.17,581,14230,0.135433,0.1329,0.01226,0.278,-0.0627
2024-05-23,473.85,2024-06-22,put,21.08,21.78,21.43,21.47,1071,10411,0.135433,-0.8671,0.01226,0.278,-0.0627
2024-05-23,496.42,2024-06-22,call,0.03,0.03,0.03,0.03,1865,4640,0.124743,0.006,0.001053,0.022,-0.0046
2024-05-23,496.42,2024-06-22,put,42.02,43.52,42.77,42.77,3334,8208,0.124743,-0.994,0.001053,0.022,-0.0046
2024-05-23,406.16,2024-07-22,call,48.31,50.03,49.17,49.02,832,6634,0.132907,0.9847,0.001587,0.0706,-0.0078
2024-05-23,406.16,2024-07-22,put,0.13,0.14,0.14,0.14,67,2853,0.132907,-0.0153,0.001587,0.0706,-0.0078
2024-05-23,428.73,2024-07-22,call,27.6,28.52,28.06,28.08,1434,9042,0.129087,0.8831,0.008316,0.3594,-0.0387
2024-05-23,428.73,2024-07-22,put,1.36,1.4,1.38,1.37,1984,16146,0.129087,-0.1169,0.008316,0.3594,-0.0387
2024-05-23,451.29,2024-07-22,call,11.81,12.17,11.99,12.02,2100,24932,0.133128,0.5815,0.016035,0.7147,-0.0793
2024-05-23,451.29,2024-07-22,put,7.54,7.77,7.65,7.68,4373,30178,0.133128,-0.4185,0.016035,0.7147,-0.0793
2024-05-23,473.85,2024-07-22,call,3.06,3.16,3.11,3.09,2111,12567,0.127909,0.2331,0.013073,0.5598,-0.0597
2024-05-23,473.85,2024-07-22,put,20.77,21.46,21.12,21.01,2979,11402,0.127909,-0.7669,0.013073,0.5598,-0.0597
2024-05-23,496.42,2024-07-22,call,0.46,0.47,0.46,0.46,1736,13633,0.125932,0.0493,0.004423,0.1865,-0.0196
2024-05-23,496.42,2024-07-22,put,40.11,41.54,40.83,41.23,1395,1693,0.125932,-0.9507,0.004423,0.1865,-0.0196
2024-05-24,407.55,2024-06-23,call,46.42,48.07,47.24,47.62,2331,5153,0.120506,0.9993,0.000149,0.003,-0.0006
2024-05-24,407.55,2024-06-23,put,0.01,0.01,0.01,0.01,3060,2734,0.120506,-0.0007,0.000149,0.003,-0.0006
2024-05-24,430.19,2024-06-23,call,24.77,25.59,25.18,25.02,4239,6341,0.129687,0.9367,0.007377,0.1612,-0.0349
2024-05-24,430.19,2024-06-23,put,0.46,0.48,0.47,0.47,3363,18736,0.129687,-0.0633,0.007377,0.1612,-0.0349
2024-05-24,452.83,2024-06-23,call,7.51,7.73,7.62,7.58,9139,21273,0.125291,0.5605,0.024245,0.512,-0.1069
2024-05-24,452.83,2024-06-23,put,5.36,5.52,5.44,5.43,5858,18441,0.125291,-0.4395,0.024245,0.512,-0.1069
2024-05-24,475.47,2024-06-23,call,1.1,1.13,1.12,1.12,2024,8017,0.133958,0.1302,0.012174,0.2749,-0.0614
2024-05-24,475.47,2024-06-23,put,21.12,21.82,21.47,21.47,3764,6112,0.133958,-0.8698,0.012174,0.2749,-0.0614
2024-05-24,498.11,2024-06-23,call,0.03,0.03,0.03,0.03,2268,9546,0.124565,0.0059,0.001041,0.0219,-0.0045
2024-05-24,498.11,2024-06-23,put,42.16,43.67,42.92,42.78,2510,8992,0.124565,-0.9941,0.001041,0.0219,-0.0045
2024-05-24,407.55,2024-07-23,call,48.44,50.17,49.3,49.61,2416,4012,0.130385,0.9862,0.001477,0.0649,-0.0071
2024-05-24,407.55,2024-07-23,put,0.12,0.12,0.12,0.12,1989,6801,0.130385,-0.0138,0.001477,0.0649,-0.0071
2024-05-24,430.19,2024-07-23,call,27.48,28.38,27.93,28.02,4398,0,0.122652,0.8944,0.00811,0.3353,-0.0343
2024-05-24,430.19,2024-07-23,put,1.14,1.18,1.16,1.16,3134,3370,0.122652,-0.1056,0.00811,0.3353,-0.0343
2024-05-24,452.83,2024-07-23,call,10.97,11.3,11.14,11.22,5250,17285,0.120648,0.5876,0.017574,0.7147,-0.0719
2024-05-24,452.83,2024-07-23,put,6.69,6.89,6.79,6.76,6977,5704,0.120648,-0.4124,0.017574,0.7147,-0.0719
2024-05-24,475.47,2024-07-23,call,2.68,2.77,2.72,2.71,5692,10869,0.120896,0.2194,0.013319,0.5428,-0.0547
2024-05-24,475.47,2024-07-23,put,20.47,21.14,20.8,20.73,3470,8803,0.120896,-0.7806,0.013319,0.5428,-0.0547
2024-05-24,498.11,2024-07-23,call,0.41,0.43,0.42,0.42,2435,4473,0.12346,0.0459,0.004246,0.1767,-0.0182
2024-05-24,498.11,2024-07-23,put,40.21,41.64,40.92,40.8,1639,0,0.12346,-0.9541,0.004246,0.1767,-0.0182
2024-05-27,401.44,2024-06-26,call,45.72,47.35,46.54,46.71,1339,11831,0.139095,0.9973,0.000468,0.0106,-0.0025
2024-05-27,401.44,2024-06-26,put,0.01,0.01,0.01,0.01,3122,2671,0.139095,-0.0027,0.000468,0.0106,-0.0025
2024-05-27,423.75,2024-06-26,call,24.73,25.55,25.14,25.14,2524,7393,0.149083,0.9087,0.008608,0.2099,-0.0521
2024-05-27,423.75,2024-06-26,put,0.81,0.84,0.82,0.82,1188,8803,0.149083,-0.0913,0.008608,0.2099,-0.0521
2024-05-27,446.05,2024-06-26,call,7.65,7.88,7.76,7.72,2785,32005,0.130718,0.558,0.023613,0.5048,-0.11
2024-05-27,446.05,2024-06-26,put,5.56,5.73,5.64,5.63,10796,1222,0.130718,-0.442,0.023613,0.5048,-0.11
2024-05-27,468.35,2024-06-26,call,1.13,1.17,1.15,1.14,3119,17775,0.136059,0.1337,0.012398,0.2758,-0.0626
2024-05-27,468.35,2024-06-26,put,20.88,21.57,21.22,21.43,3442,10962,0.136059,-0.8663,0.012398,0.2758,-0.0626
2024-05-27,490.66,2024-06-26,call,0.07,0.08,0.08,0.08,2265,7597,0.139063,0.0122,0.001779,0.0405,-0.0094
2024-05-27,490.66,2024-06-26,put,41.61,43.09,42.35,42.32,3215,8427,0.139063,-0.9878,0.001779,0.0405,-0.0094
2024-05-27,401.44,2024-07-26,call,47.81,49.51,48.66,48.42,2006,6819,0.145529,0.976,0.002148,0.1022,-0.0124
2024-05-27,401.44,2024-07-26,put,0.24,0.25,0.24,0.24,2459,5960,0.145529,-0.024,0.002148,0.1022,-0.0124
2024-05-27,423.75,2024-07-26,call,27.46,28.37,27.92,27.87,1459,10225,0.135066,0.8725,0.008547,0.3776,-0.0425
2024-05-27,423.75,2024-07-26,put,1.57,1.62,1.6,1.61,2943,8738,0.135066,-0.1275,0.008547,0.3776,-0.0425
2024-05-27,446.05,2024-07-26,call,12.37,12.75,12.56,12.54,6319,0,0.143523,0.5765,0.015087,0.7082,-0.0847
2024-05-27,446.05,2024-07-26,put,8.2,8.45,8.32,8.35,0,18621,0.143523,-0.4235,0.015087,0.7082,-0.0847
2024-05-27,468.35,2024-07-26,call,3.88,4.01,3.94,3.97,5827,12554,0.143534,0.2593,0.01248,0.5858,-0.0701
2024-05-27,468.35,2024-07-26,put,21.45,22.16,21.8,21.72,2947,7031,0.143534,-0.7407,0.01248,0.5858,-0.0701
2024-05-27,490.66,2024-07-26,call,0.65,0.67,0.66,0.66,2178,6486,0.136038,0.0633,0.005048,0.2246,-0.0255
2024-05-27,490.66,2024-07-26,put,39.91,41.33,40.62,40.6,0,5799,0.136038,-0.9367,0.005048,0.2246,-0.0255
2024-05-28,400.3,2024-06-27,call,45.58,47.2,46.39,46.13,3277,0,0.120746,0.9993,0.000155,0.003,-0.0006
2024-05-28,400.3,2024-06-27,put,0.01,0.01,0.01,0.01,3323,6553,0.120746,-0.0007,0.000155,0.003,-0.0006
2024-05-28,422.54,2024-06-27,call,24.36,25.16,24.76,24.74,0,9755,0.132329,0.9328,0.007711,0.1659,-0.0366
2024-05-28,422.54,2024-06-27,put,0.5,0.51,0.5,0.5,5681,3002,0.132329,-0.0672,0.007711,0.1659,-0.0366
2024-05-28,444.78,2024-06-27,call,7.45,7.67,7.56,7.58,2500,14816,0.127005,0.5594,0.02436,0.5031,-0.1065
2024-05-28,444.78,2024-06-27,put,5.36,5.52,5.44,5.47,5458,8544,0.127005,-0.4406,0.02436,0.5031,-0.1065
2024-05-28,467.02,2024-06-27,call,1.07,1.1,1.08,1.08,1947,15958,0.133729,0.1295,0.01237,0.269,-0.06
2024-05-28,467.02,2024-06-27,put,20.76,21.44,21.1,21.08,5957,13145,0.133729,-0.8705,0.01237,0.269,-0.06
2024-05-28,489.26,2024-06-27,call,0.04,0.04,0.04,0.04,2660,5571,0.129136,0.0076,0.001274,0.0268,-0.0058
2024-05-28,489.26,2024-06-27,put,41.45,42.93,42.19,42.16,2680,7941,0.129136,-0.9924,0.001274,0.0268,-0.0058
2024-05-28,400.3,2024-07-27,call,47.56,49.25,48.4,48.31,431,2747,0.130603,0.986,0.001517,0.0644,-0.007
2024-05-28,400.3,2024-07-27,put,0.12,0.12,0.12,0.12,1835,4388,0.130603,-0.014,0.001517,0.0644,-0.007
2024-05-28,422.54,2024-07-27,call,27.29,28.19,27.74,27.64,11,12980,0.132306,0.8772,0.008521,0.3666,-0.0404
2024-05-28,422.54,2024-07-27,put,1.46,1.51,1.48,1.49,2973,8035,0.132306,-0.1228,0.008521,0.3666,-0.0404
2024-05-28,444.78,2024-07-27,call,11.94,12.31,12.12,12.09,6753,12505,0.137827,0.5788,0.015737,0.7053,-0.081
2024-05-28,444.78,2024-07-27,put,7.78,8.02,7.9,7.82,5577,3950,0.137827,-0.4212,0.015737,0.7053,-0.081
2024-05-28,467.02,2024-07-27,call,3.2,3.3,3.25,3.29,2593,6636,0.131508,0.2391,0.013081,0.5594,-0.0613
2024-05-28,467.02,2024-07-27,put,20.71,21.39,21.05,20.92,1964,11807,0.131508,-0.7609,0.013081,0.5594,-0.0613
2024-05-28,489.26,2024-07-27,call,0.41,0.42,0.42,0.42,4327,0,0.123814,0.0462,0.004333,0.1745,-0.018
2024-05-28,489.26,2024-07-27,put,39.54,40.95,40.25,40.33,0,8873,0.123814,-0.9538,0.004333,0.1745,-0.018
2024-05-29,404.8,2024-06-28,call,46.1,47.74,46.92,46.79,4763,4064,0.131986,0.9983,0.00032,0.007,-0.0015
2024-05-29,404.8,2024-06-28,put,0.01,0.01,0.01,0.01,1766,10066,0.131986,-0.0017,0.00032,0.007,-0.0015
2024-05-29,427.29,2024-06-28,call,24.59,25.4,24.99,25.06,1801,9875,0.129457,0.9369,0.007418,0.1597,-0.0345
2024-05-29,427.29,2024-06-28,put,0.46,0.47,0.46,0.46,3496,8014,0.129457,-0.0631,0.007418,0.1597,-0.0345
2024-05-29,449.78,2024-06-28,call,7.69,7.93,7.81,7.8,3222,12087,0.130212,0.5584,0.023505,0.5089,-0.1104
2024-05-29,449.78,2024-06-28,put,5.58,5.75,5.66,5.67,3876,0,0.130212,-0.4416,0.023505,0.5089,-0.1104
2024-05-29,472.27,2024-06-28,call,1.12,1.16,1.14,1.14,4631,3919,0.135322,0.1324,0.012281,0.2763,-0.0623
2024-05-29,472.27,2024-06-28,put,21.03,21.73,21.38,21.35,3930,15739,0.135322,-0.8676,0.012281,0.2763,-0.0623
2024-05-29,494.76,2024-06-28,call,0.08,0.08,0.08,0.08,2146,3486,0.140352,0.0129,0.001835,0.0428,-0.01
2024-05-29,494.76,2024-06-28,put,41.95,43.44,42.7,42.49,0,5231,0.140352,-0.9871,0.001835,0.0428,-0.01
2024-05-29,404.8,2024-07-28,call,48.12,49.84,48.98,48.59,2427,4725,0.134314,0.9837,0.001657,0.074,-0.0083
2024-05-29,404.8,2024-07-28,put,0.14,0.15,0.15,0.15,921,12101,0.134314,-0.0163,0.001657,0.074,-0.0083
2024-05-29,427.29,2024-07-28,call,27.4,28.31,27.85,28.04,2926,13299,0.126596,0.8872,0.008295,0.3492,-0.0368
2024-05-29,427.29,2024-07-28,put,1.27,1.31,1.29,1.29,4515,13106,0.126596,-0.1128,0.008295,0.3492,-0.0368
2024-05-29,449.78,2024-07-28,call,11.3,11.65,11.48,11.53,9440,12637,0.126729,0.584,0.016879,0.7113,-0.0751
2024-05-29,449.78,2024-07-28,put,7.08,7.3,7.19,7.24,5243,26118,0.126729,-0.416,0.016879,0.7113,-0.0751
2024-05-29,472.27,2024-07-28,call,3.25,3.36,3.3,3.29,3001,9956,0.131792,0.2397,0.012926,0.5665,-0.0622
2024-05-29,472.27,2024-07-28,put,20.95,21.64,21.3,21.23,1837,12834,0.131792,-0.7603,0.012926,0.5665,-0.0622
2024-05-29,494.76,2024-07-28,call,0.55,0.57,0.56,0.56,1045,6289,0.130879,0.056,0.004728,0.2058,-0.0224
2024-05-29,494.76,2024-07-28,put,40.11,41.54,40.83,41.26,0,7945,0.130879,-0.944,0.004728,0.2058,-0.0224
2024-05-30,406.61,2024-06-29,call,46.31,47.96,47.14,47.53,944,7408,0.142096,0.9968,0.00053,0.0126,-0.003
2024-05-30,406.61,2024-06-29,put,0.02,0.02,0.02,0.02,2742,8166,0.142096,-0.0032,0.00053,0.0126,-0.003
2024-05-30,429.2,2024-06-29,call,24.94,25.76,25.35,25.24,2021,7363,0.143022,0.9175,0.008217,0.1972,-0.047
2024-05-30,429.2,2024-06-29,put,0.7,0.72,0.71,0.71,2178,5931,0.143022,-0.0825,0.008217,0.1972,-0.047
2024-05-30,451.79,2024-06-29,call,8.31,8.56,8.44,8.43,4194,18149,0.141703,0.5549,0.02153,0.5118,-0.1209
2024-05-30,451.79,2024-06-29,put,6.18,6.37,6.28,6.29,6193,26987,0.141703,-0.4451,0.02153,0.5118,-0.1209
2024-05-30,474.38,2024-06-29,call,1.39,1.43,1.41,1.41,5199,11040,0.144427,0.1487,0.012391,0.3002,-0.0723
2024-05-30,474.38,2024-06-29,put,21.38,22.09,21.74,21.82,1545,12866,0.144427,-0.8513,0.012391,0.3002,-0.0723
2024-05-30,496.97,2024-06-29,call,0.09,0.1,0.1,0.1,2166,0,0.143835,0.0148,0.002012,0.0486,-0.0116
2024-05-30,496.97,2024-06-29,put,42.15,43.66,42.9,42.62,1901,8127,0.143835,-0.9852,0.002012,0.0486,-0.0116
2024-05-30,406.61,2024-07-29,call,48.48,50.21,49.34,49.2,2639,7418,0.149889,0.9727,0.002293,0.1153,-0.0144
2024-05-30,406.61,2024-07-29,put,0.29,0.3,0.3,0.3,3593,6706,0.149889,-0.0273,0.002293,0.1153,-0.0144
2024-05-30,429.2,2024-07-29,call,27.98,28.9,28.44,28.48,1978,7088,0.139014,0.8661,0.00848,0.3955,-0.0458
2024-05-30,429.2,2024-07-29,put,1.73,1.79,1.76,1.77,2426,5178,0.139014,-0.1339,0.00848,0.3955,-0.0458
